Azaria Family Day Care Pty Ltd,"9/32 East Esplanade, ST ALBANS, VIC 3021",ST ALBANS,3021,Family Day Care,,Working Towards NQS
AZIZA  FAMILY DAY CARE VICTORIA,"U 4  20-24 Palmerston St, MELTON, VIC 3337",MELTON,3337,Family Day Care,,Provisional – Not Yet Assessed
Azza Family Day Care,"27 Palmers Rd, WILLIAMS LANDING, VIC 3027",WILLIAMS LANDING,3027,Family Day Care,,Working Towards NQS
Baby Bells Child Care Centre,"1A Fitzpatrick Drive, ALTONA MEADOWS, VIC 3028",ALTONA MEADOWS,3028,Centre-Based Care,75,Meeting NQS
Bacchus Marsh Child Care & Kindergarten Centre,"6 Clifton Drive, BACCHUS MARSH, VIC 3340",BACCHUS MARSH,3340,Centre-Based Care,50,Meeting NQS
"Bacchus Marsh Grammar, Early Learning Centre, Woodlea","5 - 7 Quarry Road, ROCKBANK, VIC 3335",ROCKBANK,3335,Centre-Based Care,58,Provisional – Not Yet Assessed
Bacchus Marsh Montessori Preschool,"176 Gisborne Road, BACCHUS MARSH, VIC 3340",BACCHUS MARSH,3340,Centre-Based Care,58,Working Towards NQS
Bacchus Marsh OSHClub,"54-56 Lerderderg Street, BACCHUS MARSH, VIC 3340",BACCHUS MARSH,3340,Centre-Based Care,60,Meeting NQS
Back to Basics Early Learning Centre,"348 Morris Road, HOPPERS CROSSING, VIC 3029",HOPPERS CROSSING,3029,Centre-Based Care,59,Meeting NQS
Baden Powell Preschool,"Humphries Road, FRANKSTON, VIC 3199",FRANKSTON,3199,Centre-Based Care,28,Meeting NQS
Badger Creek Preschool,"368 Badger Creek Road, HEALESVILLE, VIC 3777",HEALESVILLE,3777,Centre-Based Care,29,Exceeding NQS
Bairnsdale Aquatic & Recreation Centre,"80 McKean Street, BAIRNSDALE, VIC 3875",BAIRNSDALE,3875,Centre-Based Care,90,Working Towards NQS
Bairnsdale Childcare & Kinder,"38 Howitt Avenue, BAIRNSDALE, VIC 3875",BAIRNSDALE,3875,Centre-Based Care,162,Meeting NQS
Bairnsdale Early Learning Centre,"72 Lucknow Street, BAIRNSDALE, VIC 3875",BAIRNSDALE,3875,Centre-Based Care,60,Meeting NQS
Bairnsdale Kindergarten,"37 Turnbull Street, BAIRNSDALE, VIC 3875",BAIRNSDALE,3875,Centre-Based Care,60,Working Towards NQS
Bakery Hill Kindergarten,"82 Mair Street East, BALLARAT, VIC 3350",BALLARAT,3350,Centre-Based Care,47,Meeting NQS
Balaclava Road Child Care Centre,"205 Balaclava Road, SHEPPARTON, VIC 3630",SHEPPARTON,3630,Centre-Based Care,63,Meeting NQS
Balcombe Preschool,"144 Bay Road, MOUNT MARTHA, VIC 3934",MOUNT MARTHA,3934,Centre-Based Care,30,Exceeding NQS
Ballam Park Preschool,"26 Naranga Crescent, FRANKSTON, VIC 3199",FRANKSTON,3199,Centre-Based Care,27,Exceeding NQS
Ballan & District Preschool,"88 Simpson Street, BALLAN, VIC 3342",BALLAN,3342,Centre-Based Care,59,Meeting NQS
Ballan and Gordon Outside School Hours Care,"Duncan Street, BALLAN, VIC 3342",BALLAN,3342,Centre-Based Care,30,Working Towards NQS
Ballan Childcare Centre,"88A Simpson Street, BALLAN, VIC 3342",BALLAN,3342,Centre-Based Care,50,Working Towards NQS
Ballarat & Clarendon College Preschool,"614 Mair Street, BALLARAT, VIC 3350",BALLARAT,3350,Centre-Based Care,82,Exceeding NQS
Ballarat Child Care Co-op,"1007 Armstrong Street North, BALLARAT, VIC 3350",BALLARAT,1007,Centre-Based Care,44,Meeting NQS
Ballarat City Occasional Child Care Centre,"Armstrong Street, BALLARAT, VIC 3350",BALLARAT,3350,Centre-Based Care,30,Meeting NQS
Ballarat Fidelity Club Early Learning Centre,"212 Ripon St South, BALLARAT CENTRAL, VIC 3350",BALLARAT CENTRAL,3350,Centre-Based Care,18,Provisional – Not Yet Assessed
Ballarat Fidelity Club Kindergarten,"210 Ripon Street South, BALLARAT, VIC 3350",BALLARAT,3350,Centre-Based Care,30,Meeting NQS
Ballarat Little Learners Early Education Centre,"257 Victoria Street, BALLARAT, VIC 3350",BALLARAT,3350,Centre-Based Care,29,Meeting NQS
Ballarat North Early Learning Centre,"1013 Ligar Street, BALLARAT, VIC 3350",BALLARAT,1013,Centre-Based Care,120,Working Towards NQS
Ballarat North Kindergarten,"506 Armstrong Street North, BALLARAT, VIC 3350",BALLARAT,3350,Centre-Based Care,29,Meeting NQS
Ballarat Road Early Learning & Kinder,"457 - 459 Ballarat Rd, SUNSHINE, VIC 3020",SUNSHINE,3020,Centre-Based Care,99,Working Towards NQS
Ballarat Rudolf Steiner Kindergarten,"244 Moss Avenue, MOUNT HELEN, VIC 3350",MOUNT HELEN,3350,Centre-Based Care,22,Exceeding NQS
Ballarat Specialist School - Early Learning Centre,"25 Gillies St North, LAKE GARDENS, VIC 3355",LAKE GARDENS,3355,Centre-Based Care,28,Exceeding NQS
Balmoral and District Kindergarten,"1871 Harrow Road, BALMORAL, VIC 3407",BALMORAL,1871,Centre-Based Care,26,Meeting NQS
Balnarring Early Learning Centre,"2984 Frankston-Flinders Rd, BALNARRING, VIC 3926",BALNARRING,2984,Centre-Based Care,57,Meeting NQS
Balnarring Preschool,"2 Civic Court, BALNARRING, VIC 3926",BALNARRING,3926,Centre-Based Care,46,Excellent
Balwyn ChildCare Centre & Kindergarten,"105 Balwyn Road, BALWYN, VIC 3103",BALWYN,3103,Centre-Based Care,33,Working Towards NQS
Balwyn East Kindergarten,"Belmore Road, BALWYN, VIC 3103",BALWYN,3103,Centre-Based Care,28,Meeting NQS
Bambini Bluff Pty Ltd,"432-436 Bluff Rd, HAMPTON, VIC 3188",HAMPTON,3188,Centre-Based Care,128,Provisional – Not Yet Assessed
Bambini Centre Road,"125-127 Centre Rd, BRIGHTON EAST, VIC 3187",BRIGHTON EAST,3187,Centre-Based Care,112,Provisional – Not Yet Assessed
Bambini Child Care Services,"Se 11 24 Lakeside Dr, BURWOOD EAST, VIC 3151",BURWOOD EAST,3151,Family Day Care,,Working Towards NQS
Bambini Early Learning Centre,"13-15 Asling Street, BRIGHTON, VIC 3186",BRIGHTON,3186,Centre-Based Care,75,Exceeding NQS
Bambini Early Learning Centre Newtown,"89 Aphrasia St, NEWTOWN, VIC 3220",NEWTOWN,3220,Centre-Based Care,92,Exceeding NQS
Bambini Early Learning Centre RCH,"48 Flemington Road, PARKVILLE, VIC 3052",PARKVILLE,3052,Centre-Based Care,124,Meeting NQS
Bambini Juniors Early Learning Centre,"73-75 Wilson Street, BRIGHTON, VIC 3186",BRIGHTON,3186,Centre-Based Care,121,Exceeding NQS
Bambino's Kindergarten Cranbourne West,"105 Breens Road, CRANBOURNE WEST, VIC 3977",CRANBOURNE WEST,3977,Centre-Based Care,120,Meeting NQS
Bambou Early Learning Centre,"464 Blackburn Road, GLEN WAVERLEY, VIC 3150",GLEN WAVERLEY,3150,Centre-Based Care,79,Exceeding NQS
Banana Splits Childcare Centre,"36 Ferguson Street, CAMPERDOWN, VIC 3260",CAMPERDOWN,3260,Centre-Based Care,50,Meeting NQS
Bank Street Preschool,"26 Bank Street, CRAIGIEBURN, VIC 3064",CRAIGIEBURN,3064,Centre-Based Care,33,Meeting NQS
Bannockburn Children's Service,"2 Pope Street, BANNOCKBURN, VIC 3331",BANNOCKBURN,3331,Centre-Based Care,146,Meeting NQS
Bannockburn Primary School Outside School Hours Care,"High Street, BANNOCKBURN, VIC 3331",BANNOCKBURN,3331,Centre-Based Care,60,Meeting NQS
Banyan Fields Child and Family Centre,"90 Cadles Rd, CARRUM DOWNS, VIC 3201",CARRUM DOWNS,3201,Centre-Based Care,99,Exceeding NQS
Banyule OSHClub,"Banyule Road, ROSANNA, VIC 3084",ROSANNA,3084,Centre-Based Care,75,Meeting NQS
Baranbali Camperdown Kindergarten,"Campbell Street, CAMPERDOWN, VIC 3260",CAMPERDOWN,3260,Centre-Based Care,60,Exceeding NQS
Baranduda Community Centre,"4 Sage Court, BARANDUDA, VIC 3691",BARANDUDA,3691,Centre-Based Care,61,Exceeding NQS
Baranduda Primary Outside School Hours Care,"7 Verbena St, BARANDUDA, VIC 3691",BARANDUDA,3691,Centre-Based Care,30,Exceeding NQS
Barbara Tolson Centre - Melbourne Girls Grammar,"63 Clowes Street, SOUTH YARRA, VIC 3141",SOUTH YARRA,3141,Centre-Based Care,87,Exceeding NQS
Barbary Crescent Preschool,"Barbary Crescent, TAYLORS LAKES, VIC 3038",TAYLORS LAKES,3038,Centre-Based Care,33,Meeting NQS
Barmah Outreach Kindergarten,"Schier Street, BARMAH TOWN, VIC 3639",BARMAH TOWN,3639,Centre-Based Care,38,Exceeding NQS
Barnawartha Out Of School Hours Care,"Barnawartha Primary School  11-17 Stanley Street, BARNAWARTHA, VIC 3688",BARNAWARTHA,3688,Centre-Based Care,15,Provisional – Not Yet Assessed
Barngeong Reserve Kindergarten,"Bambra Street, CROYDON NORTH, VIC 3136",CROYDON NORTH,3136,Centre-Based Care,50,Meeting NQS
Barriburn Preschool,"337 Morack Road, VERMONT SOUTH, VIC 3133",VERMONT SOUTH,3133,Centre-Based Care,27,Meeting NQS
Barrow Street Montessori Centre,"36-40 Barrow St, COBURG, VIC 3058",COBURG,3058,Centre-Based Care,44,Exceeding NQS
Barry Beckett Children's Centre,"12 Connolly Avenue, COBURG, VIC 3058",COBURG,3058,Centre-Based Care,93,Exceeding NQS
Barry Road Preschool,"32 Barry Road, THOMASTOWN, VIC 3074",THOMASTOWN,3074,Centre-Based Care,30,Exceeding NQS
Barrymore Road Children's Centre,"27 Barrymore Road, GREENVALE, VIC 3059",GREENVALE,3059,Centre-Based Care,71,Meeting NQS
"Barton YMCA Before and After School Program, Cranbourne West YMCA Holiday Program","90 Everlasting Boulevard, CRANBOURNE WEST, VIC 3977",CRANBOURNE WEST,3977,Centre-Based Care,120,Provisional – Not Yet Assessed
Barwaaqo Family Day Care,"107 Widford St, GLENROY, VIC 3046",GLENROY,3046,Family Day Care,,Meeting NQS
BASC Out of School Hours Care,"Shell Road, OCEAN GROVE, VIC 3226",OCEAN GROVE,3226,Centre-Based Care,33,Working Towards NQS
Base Camp Services,"126-128 Nelson Pl, WILLIAMSTOWN, VIC 3016",WILLIAMSTOWN,3016,Centre-Based Care,22,Provisional – Not Yet Assessed
BasicNeeds Family Day Care,"12 Frogmouth Ct, WILLIAMS LANDING, VIC 3027",WILLIAMS LANDING,3027,Family Day Care,,Working Towards NQS
Bass Coast Children's Centre,"244 White Road, WONTHAGGI, VIC 3995",WONTHAGGI,3995,Centre-Based Care,60,Exceeding NQS
Bass Coast Family Day Care,"Graham Street, WONTHAGGI, VIC 3995",WONTHAGGI,3995,Family Day Care,,Exceeding NQS
Bassetts Road Early Learning Centre,"11 Aspect Drive, DOREEN, VIC 3754",DOREEN,3754,Centre-Based Care,120,Meeting NQS
Batman Park Kindergarten,"79 Elm Street, NORTHCOTE, VIC 3070",NORTHCOTE,3070,Centre-Based Care,59,Exceeding NQS
Baw Baw Shire Family Day Care,"144 Normanby Street, WARRAGUL, VIC 3820",WARRAGUL,3820,Family Day Care,,Exceeding NQS
Baxter Childcare Centre,"111 Baxter-Tooradin Road, BAXTER, VIC 3911",BAXTER,3911,Centre-Based Care,48,Meeting NQS
Baxter Kindergarten & Children's Centre,"26 Olstead Drive, BAXTER, VIC 3911",BAXTER,3911,Centre-Based Care,54,Excellent
Bay City Early Learning Centre,"16 Little Ryrie St, GEELONG, VIC 3220",GEELONG,3220,Centre-Based Care,103,Exceeding NQS
Bayles Kindergarten,"Main Street, BAYLES, VIC 3981",BAYLES,3981,Centre-Based Care,28,Exceeding NQS
Bayport Pre-School,"20-22 Bayport Drive, LANGWARRIN, VIC 3910",LANGWARRIN,3910,Centre-Based Care,27,Exceeding NQS
Bayside Childcare,"45 Queen Street, FRANKSTON, VIC 3199",FRANKSTON,3199,Centre-Based Care,24,Meeting NQS
Bayside Christian College Early Learning Centre,"120-128 Robinson Rd, LANGWARRIN, VIC 3910",LANGWARRIN,3910,Centre-Based Care,30,Meeting NQS
Bayswater North Kindergarten,"17 Wonthulong Drive, BAYSWATER NORTH, VIC 3153",BAYSWATER NORTH,3153,Centre-Based Care,29,Meeting NQS
Bayswater North OSHClub,"Stuart Street, BAYSWATER NORTH, VIC 3153",BAYSWATER NORTH,3153,Centre-Based Care,30,Exceeding NQS
Bayswater West Primary School Combined OSHC,"Phyllis Street, BAYSWATER, VIC 3153",BAYSWATER,3153,Centre-Based Care,40,Exceeding NQS
Bayview Preschool,"13 Willow Road, FRANKSTON, VIC 3199",FRANKSTON,3199,Centre-Based Care,28,Meeting NQS
Beacon Point Preschool,"49-55 Centaurus Avenue, CLIFTON SPRINGS, VIC 3222",CLIFTON SPRINGS,3222,Centre-Based Care,34,Meeting NQS
Beacon Street Children's Centre,"463 Burwood Highway, VERMONT SOUTH, VIC 3133",VERMONT SOUTH,3133,Centre-Based Care,37,Exceeding NQS
Beacon Street Children's Centre Kindergarten,"465 Burwood Highway, VERMONT SOUTH, VIC 3133",VERMONT SOUTH,3133,Centre-Based Care,32,Provisional – Not Yet Assessed
Beaconsfield Children's Hub Panorama Estate,"2-8 Windsor Drive, BEACONSFIELD, VIC 3807",BEACONSFIELD,3807,Centre-Based Care,126,Working Towards NQS
Beaconsfield Kindergarten,"11-17 Wood Street, BEACONSFIELD, VIC 3807",BEACONSFIELD,3807,Centre-Based Care,29,Exceeding NQS
Beaconsfield Kindergarten- O'Neil Road,"8-12 O'Neil Road, BEACONSFIELD, VIC 3807",BEACONSFIELD,3807,Centre-Based Care,65,Exceeding NQS
Beaconsfield OSHClub,"Lyle Avenue, BEACONSFIELD, VIC 3807",BEACONSFIELD,3807,Centre-Based Care,90,Exceeding NQS
Beaconsfield Upper OSHClub,"Beaconsfield Upper Primary  40-42 Stoney Creek Road, BEACONSFIELD UPPER, VIC 3808",BEACONSFIELD UPPER,3808,Centre-Based Care,40,Provisional – Not Yet Assessed
Beamish Street Kindergarten,"23 Beamish Street, WARRNAMBOOL, VIC 3280",WARRNAMBOOL,3280,Centre-Based Care,29,Exceeding NQS
Beaufort Early Childhood Centre,"13 Park Street, BEAUFORT, VIC 3373",BEAUFORT,3373,Centre-Based Care,57,Meeting NQS
Beaumaris North Primary School Outside School Hours Care,"Wood Street, BEAUMARIS, VIC 3193",BEAUMARIS,3193,Centre-Based Care,120,Meeting NQS
Beaver Street Kindergarten,"13 Beaver Street, ESSENDON, VIC 3040",ESSENDON,3040,Centre-Based Care,28,Exceeding NQS
Beechworth Community Child Care Centre,"Albert Road  (Latrobe Campus), BEECHWORTH, VIC 3747",BEECHWORTH,3747,Centre-Based Care,55,Exceeding NQS
Beechworth Kindergarten Inc.,"Albert Road  (Latrobe Campus), BEECHWORTH, VIC 3747",BEECHWORTH,3747,Centre-Based Care,30,Meeting NQS
Beechworth Montessori,"42 Gilchrist Ave, BEECHWORTH, VIC 3747",BEECHWORTH,3747,Centre-Based Care,60,Exceeding NQS
Beechworth Primary School OSHC,"17 Junction Road, BEECHWORTH, VIC 3747",BEECHWORTH,3747,Centre-Based Care,50,Meeting NQS
being 3,"1 England Road, GLEN WAVERLEY, VIC 3150",GLEN WAVERLEY,3150,Centre-Based Care,24,Meeting NQS
Being3 Kindergarten,"354 Burwood Hwy, BURWOOD, VIC 3125",BURWOOD,3125,Centre-Based Care,48,Meeting NQS
Beis Efraim College OSHC,"442-452 North Rd, ORMOND, VIC 3204",ORMOND,3204,Centre-Based Care,128,Provisional – Not Yet Assessed
Beis Menachem Community Centre Inc,"13-17 Cecil Street, BENTLEIGH EAST, VIC 3165",BENTLEIGH EAST,3165,Centre-Based Care,113,Meeting NQS
Beleura Hill Preschool,"32 Amelia Avenue, MORNINGTON, VIC 3931",MORNINGTON,3931,Centre-Based Care,30,Exceeding NQS
Belford Oaks Community Children's Centre,"3 Belford Road, KEW, VIC 3101",KEW,3101,Centre-Based Care,35,Exceeding NQS
Belgrade Avenue Preschool,"12A Belgrade Avenue, WODONGA, VIC 3690",WODONGA,3690,Centre-Based Care,71,Meeting NQS
Belgrave Heights Christian School Early Learning Centre,"Wattle Valley Road, BELGRAVE HEIGHTS, VIC 3160",BELGRAVE HEIGHTS,3160,Centre-Based Care,44,Meeting NQS
Belgrave Preschool,"6 Hayes Avenue, BELGRAVE, VIC 3160",BELGRAVE,3160,Centre-Based Care,30,Exceeding NQS
Belgrave South OOSH,"10 Gilmore Court, BELGRAVE SOUTH, VIC 3160",BELGRAVE SOUTH,3160,Centre-Based Care,45,Meeting NQS
Belgrave South OSHClub,"175 Colby Dr, BELGRAVE SOUTH, VIC 3160",BELGRAVE SOUTH,3160,Centre-Based Care,45,Provisional – Not Yet Assessed
Bell Park Kindergarten,"10 Barton Street, BELL PARK, VIC 3215",BELL PARK,3215,Centre-Based Care,72,Meeting NQS
Bell Post Hill Kindergarten,"58 Ernest Street, BELL POST HILL, VIC 3215",BELL POST HILL,3215,Centre-Based Care,50,Meeting NQS
Bell Primary OSHClub,"Oakover Road, PRESTON, VIC 3072",PRESTON,3072,Centre-Based Care,70,Meeting NQS
Bell Street Early Learning & Kinder,"591 Bell Street, PRESTON, VIC 3072",PRESTON,3072,Centre-Based Care,64,Meeting NQS
Bella Bambini Pre-School and Daycare - St Albans,"7 Collins Street, ST ALBANS, VIC 3021",ST ALBANS,3021,Centre-Based Care,31,Meeting NQS
Bellaire Primary School OSHC Program,"Larcombe Street, HIGHTON, VIC 3216",HIGHTON,3216,Centre-Based Care,120,Meeting NQS
Bellarine Kids Early Learning Centre,"158-160 Bellarine Highway, MOOLAP, VIC 3224",MOOLAP,3224,Centre-Based Care,144,Working Towards NQS
Bellbridge OSHClub,"120 Bellbridge Drive, HOPPERS CROSSING, VIC 3029",HOPPERS CROSSING,3029,Centre-Based Care,80,Working Towards NQS
Belle Vue Park Kindergarten,"Belle Vue Park Primary School  Morell Street, GLENROY, VIC 3046",GLENROY,3046,Centre-Based Care,59,Meeting NQS
Bellevue Hill Preschool,"14 Royal Crescent, HILLSIDE, VIC 3037",HILLSIDE,3037,Centre-Based Care,60,Meeting NQS
Bellevue Kindergarten,"49 Bulleen Road, BALWYN NORTH, VIC 3104",BALWYN NORTH,3104,Centre-Based Care,52,Exceeding NQS
Bellevue Preschool,"224 Roslyn Road, HIGHTON, VIC 3216",HIGHTON,3216,Centre-Based Care,30,Meeting NQS
Belmont Community Kindergarten,"44 Kidman Avenue, BELMONT, VIC 3216",BELMONT,3216,Centre-Based Care,58,Exceeding NQS
Belmont School Holiday Club,"Barwon Heads Road, BELMONT, VIC 3216",BELMONT,3216,Centre-Based Care,75,Exceeding NQS
Belmont Vacation Care,"Olympus Drive, CROYDON SOUTH, VIC 3136",CROYDON SOUTH,3136,Centre-Based Care,43,Exceeding NQS
Belvedere Park Preschool,"2 Keerok Avenue, SEAFORD, VIC 3198",SEAFORD,3198,Centre-Based Care,28,Meeting NQS
Bena Angliss Kindergarten,"30b Forest Road, FERNTREE GULLY, VIC 3156",FERNTREE GULLY,3156,Centre-Based Care,30,Exceeding NQS
Benalla Kids Cottage,"29 Bridge Street West,, BENALLA, VIC 3672",BENALLA,3672,Centre-Based Care,45,Meeting NQS
Benalla P-12 College Avon Street Campus,"Avon Street, BENALLA, VIC 3672",BENALLA,3672,Centre-Based Care,40,Meeting NQS
Benalla P-12 College Waller Street Campus,"127-139 Waller Street, BENALLA, VIC 3672",BENALLA,3672,Centre-Based Care,54,Meeting NQS
Bendigo (Violet Street) Primary School OSHC,"Old Violet Street, BENDIGO, VIC 3550",BENDIGO,3550,Centre-Based Care,37,Working Towards NQS
Bendigo Family Day Care,"13 Helm Street, KANGAROO FLAT, VIC 3555",KANGAROO FLAT,3555,Family Day Care,,Working Towards NQS
Bendigo Preschool,"90 Myrtle Street, BENDIGO, VIC 3550",BENDIGO,3550,Centre-Based Care,29,Meeting NQS
Bendigo Regional YMCA Youth Services - Holy Rosary ASC Program,"556 Napier Street, WHITE HILLS, VIC 3550",WHITE HILLS,3550,Centre-Based Care,33,Meeting NQS
Bendigo Regional YMCA Youth Services - St Monicas ASC Program,"91 High Street, KANGAROO FLAT, VIC 3555",KANGAROO FLAT,3555,Centre-Based Care,45,Meeting NQS
Bendigo Regional YMCA Youth Services Inc - St Liborius ASC Program,"36-40 Panton St, EAGLEHAWK, VIC 3556",EAGLEHAWK,3556,Centre-Based Care,348,Working Towards NQS
Bennett Road Kindergarten,"1 Bennett Road, HORSHAM, VIC 3400",HORSHAM,3400,Centre-Based Care,29,Meeting NQS
Bentleigh Child Care,"20-24 Brewer Road, BENTLEIGH, VIC 3204",BENTLEIGH,3204,Centre-Based Care,110,Exceeding NQS
Bentleigh Early Child Education Cooperative,"134 Brewer Road, BENTLEIGH, VIC 3204",BENTLEIGH,3204,Centre-Based Care,37,Meeting NQS
Bentleigh West Kindergarten,"21 Patterson Road, BENTLEIGH, VIC 3204",BENTLEIGH,3204,Centre-Based Care,24,Meeting NQS
Benton Junior College - Benton Childcare Club,"261 Racecourse Road, MORNINGTON, VIC 3931",MORNINGTON,3931,Centre-Based Care,120,Meeting NQS
Bentons Square Kindergarten,"145 Bentons Road, MORNINGTON, VIC 3931",MORNINGTON,3931,Centre-Based Care,61,Exceeding NQS
Bentons Square Vacation Care,"145 Bentons Road, MORNINGTON, VIC 3931",MORNINGTON,3931,Centre-Based Care,51,Exceeding NQS
Benwerrin Preschool,"Cnr Burwood Hwy & Benwerrin Drive, BURWOOD EAST, VIC 3151",BURWOOD EAST,3151,Centre-Based Care,56,Meeting NQS
Bernard Briggs Kindergarten,"72 Church Street, BENALLA, VIC 3672",BENALLA,3672,Centre-Based Care,28,Exceeding NQS
Berrabri Preschool,"80 Berrabri Drive, SCORESBY, VIC 3179",SCORESBY,3179,Centre-Based Care,27,Meeting NQS
Berringa Kindergarten,"18-20 Craig Drive, BELLBRIDGE, VIC 3691",BELLBRIDGE,3691,Centre-Based Care,45,Meeting NQS
Berwick Kindergarten,"30-32 Peel Street, BERWICK, VIC 3806",BERWICK,3806,Centre-Based Care,55,Exceeding NQS
Berwick Primary School O.S.H.C,"37 Fairholme Bvd, BERWICK, VIC 3806",BERWICK,3806,Centre-Based Care,180,Exceeding NQS
Berwick Twinkle Star Early Learning Centre,"10-12 Warrawong Drive, BERWICK, VIC 3806",BERWICK,3806,Centre-Based Care,60,Meeting NQS
Bespoke Childcare,"67 Howard Rd, DINGLEY VILLAGE, VIC 3172",DINGLEY VILLAGE,3172,Centre-Based Care,26,Provisional – Not Yet Assessed
Best Family Day Care Pty Ltd,"13 Stubbs Street, KENSINGTON, VIC 3031",KENSINGTON,3031,Family Day Care,,Exceeding NQS
Bestchance Children's Centre,"583 Ferntree Gully Road, GLEN WAVERLEY, VIC 3150",GLEN WAVERLEY,3150,Centre-Based Care,180,Exceeding NQS
bestchance Family Day Care,"583 Ferntree Gully Road, GLEN WAVERLEY, VIC 3150",GLEN WAVERLEY,3150,Family Day Care,,Meeting NQS
Bethal Primary School Kindergarten,"Bethal Primary School  26-52 Eldorado Cres, MEADOW HEIGHTS, VIC 3048",MEADOW HEIGHTS,3048,Centre-Based Care,44,Meeting NQS
Beulah Outreach Preschool,"Henty Highway, BEULAH, VIC 3395",BEULAH,3395,Centre-Based Care,20,Exceeding NQS
Beveridge Primary School Combined OSHC,"120 Arrowsmith Street, BEVERIDGE, VIC 3753",BEVERIDGE,3753,Centre-Based Care,75,Meeting NQS
Beverley Hills Kindergarten,"2 Damala Street, DONCASTER EAST, VIC 3109",DONCASTER EAST,3109,Centre-Based Care,30,Working Towards NQS
BHOSH Kids Combined OSHC,"Cassowary Street, DONCASTER EAST, VIC 3109",DONCASTER EAST,3109,Centre-Based Care,30,Meeting NQS
Bialik College Early Learning Centre,"429 Auburn Road, HAWTHORN EAST, VIC 3123",HAWTHORN EAST,3123,Centre-Based Care,160,Exceeding NQS
Big Childcare - Arnold's Creek Primary School OSHC,"59 Claret Ash Boulevard, ARNOLDS CREEK, VIC 3337",ARNOLDS CREEK,3337,Centre-Based Care,150,Exceeding NQS
